,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,8.296489963019278,0.3262002499178111,2.335950912726264,12.851847715121012,15.40510478780902,26.48789265067768
poly2,True,False,8.506761182955048,0.3732026328190945,2.335950912726264,12.87341118609144,15.39928994637437,52.4831357705911
poly3,False,False,10.397572006804307,0.4126912875014995,2.335950912726264,13.082827326613629,15.435140352793354,507.86381089397247
exp,True,False,11.510922809652284,0.6377042156569663,2.335950912726264,9.955371918385604,15.164263282042436,2953.6870448968966
log,True,False,7.833044162700587,0.6377042156569663,2.335950912726264,7.0055021509102176,15.381309321877328,20.644104583497604
power,True,False,9.589357234875624,0.6377042156569663,1.769626780032056,6.5030300612905725,15.21683276112477,665.0377264754037
mult,True,False,9.78304431759648,0.6377042156569663,1.6792855623746663,6.5030300612905725,15.264627177430349,665.0377264754037
hybrid_mult,True,False,8.749677000369132,0.3696845502136472,1.457166199626293,6.786050695701315,15.341522410435612,255.66901909780069
am,True,False,7.727361594281878,0.74565407529229,2.335950912726264,8.270822817838813,15.375116764703474,17.33562949307266
gm,True,False,7.729263424489408,0.74565407529229,2.335950912726264,8.250079496903874,15.377914876010323,17.33630279512351
hm,True,False,7.7306503927891645,0.74565407529229,2.335950912726264,8.238932529009453,15.378095083681503,17.3398302004821
scaling,True,False,9.286177171902814,0.6377042156569663,5.40375197426294,12.520527621002511,14.111079630335128,16.762769462004464
anthony,True,False,,,,,,
diff,True,False,7.775409605970923,0.74565407529229,2.335950912726264,8.45677242532743,15.396639850241705,17.444552909756066
