train set size,c0,c1,rmse,kfold rmse
1,4.538110057974746,-1.8341282543937748e-09,8.554816163968084,8.445696344572026
10,10.766792704187464,-1.3540476455194256e-09,13.78886519453644,13.714908588148205
25,12.65603252845521,-4.043173379196957e-09,15.38814685475846,15.317381272137423
50,17.22496635928107,3.9519311561130186e-09,17.390265613199826,17.98619695357195
