,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],8.026369058200203e-10,[-1.0],0.20403103103356945,[1.0],2.597533387112293
kfold,[0.5],0.09439191727255061,[1.0],6.515993144166022,[1.0],21.650597710610047
